TR:UACC812:CellLine,TR:EGF,TR:FGF1,TR:HGF,TR:IGF1,TR:Insulin,TR:NRG1,TR:PBS,TR:Serum,TR:GSK690693i,TR:GSK690693_GSK1120212i,TR:PD173074i,DA:ALL,DV:4EBP1_pS65,DV:4EBP1_pT37_pT46,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:ER-alpha_pS118,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:HER3_pY1298,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:NDRG1_pT346,DV:NF-kB-p65_pS536,DV:PDK1_pS241,DV:PEA15_pS116,DV:PKC-alpha_pS657,DV:PKC-delta,DV:PKC-pan-betaII_pS660,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:Rictor_pT1135,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:STAT3_pY705,DV:Src_pY416,DV:Src_pY527,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:mTOR_pS2448,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363
1,0,0,0,1,0,0,0,0,0,0,0,0,2.91316362756,4.1773705599,0.71485129339,2.91801709581,1.74348987643,3.92831022672,0.795559953211,0.784292862013,0.584163505404,12.7745491094,1.50246928486,1.22709183153,4.14471181704,2.48139704906,12.9490441094,2.0900596473,0.348631097202,0.682825803657,1.38945041092,1.00636509865,1.40188864713,2.77693793973,4.46335479348,0.206186535401,0.737006480074,2.0356185451,5.7098553313,5.08843910017,1.83192918673,5.6973499225,5.89967350914,0.28518464135,2.36757558817,5.22347940504,1.71306265828,2.80506671126,0.639601018945,0.612196287319,0.966453701648,1.44452375594,0.52133564246,1.07622397268,0.955467222341,2.3580749949,0.297400430126
1,0,1,0,0,0,0,0,0,0,0,0,0,2.91316362756,4.1773705599,0.71485129339,2.91801709581,1.74348987643,3.92831022672,0.795559953211,0.784292862013,0.584163505404,12.7745491094,1.50246928486,1.22709183153,4.14471181704,2.48139704906,12.9490441094,2.0900596473,0.348631097202,0.682825803657,1.38945041092,1.00636509865,1.40188864713,2.77693793973,4.46335479348,0.206186535401,0.737006480074,2.0356185451,5.7098553313,5.08843910017,1.83192918673,5.6973499225,5.89967350914,0.28518464135,2.36757558817,5.22347940504,1.71306265828,2.80506671126,0.639601018945,0.612196287319,0.966453701648,1.44452375594,0.52133564246,1.07622397268,0.955467222341,2.3580749949,0.297400430126
1,0,0,1,0,0,0,0,0,1,0,0,0,2.64525170614,4.01391685461,0.806844304936,12.3299163742,7.69663216031,3.16396389508,0.697364855942,0.769194783071,0.565131360794,11.8744753636,1.46936122432,1.22990054322,3.26330067053,2.00242260357,11.6594886447,2.14290232574,0.361473611611,0.726394427209,1.5935285039,0.81503273963,1.30051701265,2.68607443968,6.03764782322,0.204212382117,0.724374038125,1.86263247225,5.15118871188,4.54833303212,1.37439423959,3.84721539391,4.13584846701,0.291981774158,2.20603104711,4.75148049057,1.71746889656,2.67784815045,0.556827963931,0.604260494865,0.969000489441,1.18178643191,0.544407035139,1.06582255285,1.00931046899,1.46590563542,0.301309966526
1,0,0,0,0,0,1,0,0,1,0,0,0,2.64525170614,4.01391685461,0.806844304936,12.3299163742,7.69663216031,3.16396389508,0.697364855942,0.769194783071,0.565131360794,11.8744753636,1.46936122432,1.22990054322,3.26330067053,2.00242260357,11.6594886447,2.14290232574,0.361473611611,0.726394427209,1.5935285039,0.81503273963,1.30051701265,2.68607443968,6.03764782322,0.204212382117,0.724374038125,1.86263247225,5.15118871188,4.54833303212,1.37439423959,3.84721539391,4.13584846701,0.291981774158,2.20603104711,4.75148049057,1.71746889656,2.67784815045,0.556827963931,0.604260494865,0.969000489441,1.18178643191,0.544407035139,1.06582255285,1.00931046899,1.46590563542,0.301309966526
1,0,0,1,0,0,0,0,0,0,0,0,0,2.91316362756,4.1773705599,0.71485129339,2.91801709581,1.74348987643,3.92831022672,0.795559953211,0.784292862013,0.584163505404,12.7745491094,1.50246928486,1.22709183153,4.14471181704,2.48139704906,12.9490441094,2.0900596473,0.348631097202,0.682825803657,1.38945041092,1.00636509865,1.40188864713,2.77693793973,4.46335479348,0.206186535401,0.737006480074,2.0356185451,5.7098553313,5.08843910017,1.83192918673,5.6973499225,5.89967350914,0.28518464135,2.36757558817,5.22347940504,1.71306265828,2.80506671126,0.639601018945,0.612196287319,0.966453701648,1.44452375594,0.52133564246,1.07622397268,0.955467222341,2.3580749949,0.297400430126
1,0,0,0,0,0,1,0,0,0,0,0,0,2.91316362756,4.1773705599,0.71485129339,2.91801709581,1.74348987643,3.92831022672,0.795559953211,0.784292862013,0.584163505404,12.7745491094,1.50246928486,1.22709183153,4.14471181704,2.48139704906,12.9490441094,2.0900596473,0.348631097202,0.682825803657,1.38945041092,1.00636509865,1.40188864713,2.77693793973,4.46335479348,0.206186535401,0.737006480074,2.0356185451,5.7098553313,5.08843910017,1.83192918673,5.6973499225,5.89967350914,0.28518464135,2.36757558817,5.22347940504,1.71306265828,2.80506671126,0.639601018945,0.612196287319,0.966453701648,1.44452375594,0.52133564246,1.07622397268,0.955467222341,2.3580749949,0.297400430126
1,0,0,0,0,0,0,1,0,1,0,0,0,2.64525170614,4.01391685461,0.806844304936,12.3299163742,7.69663216031,3.16396389508,0.697364855942,0.769194783071,0.565131360794,11.8744753636,1.46936122432,1.22990054322,3.26330067053,2.00242260357,11.6594886447,2.14290232574,0.361473611611,0.726394427209,1.5935285039,0.81503273963,1.30051701265,2.68607443968,6.03764782322,0.204212382117,0.724374038125,1.86263247225,5.15118871188,4.54833303212,1.37439423959,3.84721539391,4.13584846701,0.291981774158,2.20603104711,4.75148049057,1.71746889656,2.67784815045,0.556827963931,0.604260494865,0.969000489441,1.18178643191,0.544407035139,1.06582255285,1.00931046899,1.46590563542,0.301309966526
1,0,0,0,0,0,0,0,1,1,0,0,0,2.64525170614,4.01391685461,0.806844304936,12.3299163742,7.69663216031,3.16396389508,0.697364855942,0.769194783071,0.565131360794,11.8744753636,1.46936122432,1.22990054322,3.26330067053,2.00242260357,11.6594886447,2.14290232574,0.361473611611,0.726394427209,1.5935285039,0.81503273963,1.30051701265,2.68607443968,6.03764782322,0.204212382117,0.724374038125,1.86263247225,5.15118871188,4.54833303212,1.37439423959,3.84721539391,4.13584846701,0.291981774158,2.20603104711,4.75148049057,1.71746889656,2.67784815045,0.556827963931,0.604260494865,0.969000489441,1.18178643191,0.544407035139,1.06582255285,1.00931046899,1.46590563542,0.301309966526
1,0,0,0,0,0,0,1,0,0,0,0,0,2.91316362756,4.1773705599,0.71485129339,2.91801709581,1.74348987643,3.92831022672,0.795559953211,0.784292862013,0.584163505404,12.7745491094,1.50246928486,1.22709183153,4.14471181704,2.48139704906,12.9490441094,2.0900596473,0.348631097202,0.682825803657,1.38945041092,1.00636509865,1.40188864713,2.77693793973,4.46335479348,0.206186535401,0.737006480074,2.0356185451,5.7098553313,5.08843910017,1.83192918673,5.6973499225,5.89967350914,0.28518464135,2.36757558817,5.22347940504,1.71306265828,2.80506671126,0.639601018945,0.612196287319,0.966453701648,1.44452375594,0.52133564246,1.07622397268,0.955467222341,2.3580749949,0.297400430126
1,0,0,0,0,0,0,0,1,0,0,0,0,2.91316362756,4.1773705599,0.71485129339,2.91801709581,1.74348987643,3.92831022672,0.795559953211,0.784292862013,0.584163505404,12.7745491094,1.50246928486,1.22709183153,4.14471181704,2.48139704906,12.9490441094,2.0900596473,0.348631097202,0.682825803657,1.38945041092,1.00636509865,1.40188864713,2.77693793973,4.46335479348,0.206186535401,0.737006480074,2.0356185451,5.7098553313,5.08843910017,1.83192918673,5.6973499225,5.89967350914,0.28518464135,2.36757558817,5.22347940504,1.71306265828,2.80506671126,0.639601018945,0.612196287319,0.966453701648,1.44452375594,0.52133564246,1.07622397268,0.955467222341,2.3580749949,0.297400430126
1,1,0,0,0,0,0,0,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,0,0,1,0,0,0,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,1,0,0,0,0,0,0,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,0,0,1,0,0,0,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,1,0,0,0,0,0,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,0,0,0,0,1,0,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,1,0,0,0,0,0,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,0,0,0,0,1,0,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,0,1,0,0,0,0,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,0,0,0,0,0,0,1,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,0,1,0,0,0,0,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,0,0,0,0,0,0,1,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,0,0,0,1,0,0,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,0,0,0,0,0,1,0,0,0,1,0,2.65347495071,3.76676565909,0.736175350569,2.21715695405,1.60556342923,4.80328942778,0.822570602656,0.799614502437,0.590247459053,12.7018836279,1.53391340497,1.24330443719,4.04744200204,2.4311103364,14.1721051802,2.17093055728,0.360965356017,0.477524281981,1.09994867246,0.948549048786,1.39583449012,2.76766389194,3.29154568516,0.214963116508,0.779416799683,2.09091453241,5.20128730789,5.18647776596,1.95379084994,4.6388911218,6.11742903257,0.30206331248,2.54196621723,5.32139278399,1.84357597178,2.76994422416,0.669937525846,0.628915411786,0.923164780601,1.56660610087,0.527578620712,1.13944779121,0.904732982108,2.0439437959,0.296653003148
1,0,0,0,0,1,0,0,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
1,0,0,0,0,0,0,1,0,0,1,0,0,2.79945484385,4.31050834489,0.682825304141,10.0885631259,6.49778457746,4.75158824703,0.702499902852,0.768039163571,0.587734314174,18.4820982235,1.74737696335,1.26082794372,3.58335638517,2.20790778983,16.9106435738,2.41213989558,0.352206967495,0.0733662857738,1.00578012767,0.904737554598,1.36134083586,2.92860505995,5.40129206574,0.202083646841,0.739341367101,1.81628310066,5.04910733466,4.69116555625,1.59218315497,4.27629246663,5.31874392846,0.321581626467,3.14174486127,5.33695439391,1.79580022051,2.69906501289,0.617340580823,0.618636590928,0.990582302086,1.30129141605,0.549636116356,1.09061439984,0.93420405779,1.78602466652,0.2470222202
